Animal type,Country,Weight kg,Body Length cm,Gender,Animal code,Latitude,Longitude,Animal name,Observation date,Data compiled by
red squirrel,Hungary,0.27,22,Female,Unknown,47.509866,18.942538,Unknown,16-03-2024,Anne Anthony
red squirrel,Slovakia,0.326,19,Female,Unknown,48.185585,17.091365,Unknown,16-03-2024,John Johnson
European bison,Poland,915,304,Male,Unknown,52.82288,23.810852,Unknown,17-03-2024,Anne Anthony
hedgehog,Hungary,0.7,15,Female,Unknown,48.504773,20.536543,Unknown,17-03-2024,Anne Anthony
hedgehog,Poland,0.6,15,Female,Unknown,52.214745,21.033701,Unknown,17-03-2024,Anne Anthony
red squirrel,Hungary,0.278,21,Female,Unknown,47.510304,18.942925,Unknown,17-03-2024,Anne Anthony
red squirrel,Slovakia,0.322,23,Female,Unknown,49.056857,22.416369,Unknown,17-03-2024,John Johnson
red squirrel,Slovakia,0.302,23,Male,Unknown,48.41237,18.875325,Unknown,17-03-2024,John Johnson
red squirrel,Slovakia,0.334,20,Female,Unknown,48.406983,18.863197,Unknown,17-03-2024,John Johnson
red squirrel,Slovakia,0.28,19,Male,Unknown,48.411486,18.86773,Unknown,17-03-2024,John Johnson
red squirrel,Slovakia,0.289,18,Male,Unknown,48.410536,18.870325,Unknown,17-03-2024,John Johnson
European bison,Poland,537,287,Female,Unknown,52.8255,23.808386,Unknown,18-03-2024,Anne Anthony
red squirrel,Poland,0.346,23,Male,Unknown,52.240737,21.053063,Unknown,18-03-2024,Anne Anthony
hedgehog,Czech Republic,1.2,26,Male,Unknown,49.938547,14.180402,Unknown,18-03-2024,John Johnson
hedgehog,Czech Republic,0.9,17,Male,Unknown,49.937429,14.18264,Unknown,18-03-2024,John Johnson
red squirrel,Czech Republic,0.32,18,Female,Unknown,49.938634,14.179739,Unknown,18-03-2024,John Johnson
red squirrel,Czech Republic,0.266,17,Male,Unknown,49.939062,14.177939,Unknown,18-03-2024,John Johnson
hedgehog,Hungary,1.1,19,Female,Unknown,48.502512,20.563331,Unknown,19-03-2024,Anne Anthony
hedgehog,Poland,0.4,16,Male,Unknown,52.214758,21.030697,Unknown,19-03-2024,Anne Anthony
hedgehog,Austria,1.1,21,Female,Unknown,47.781212,14.384017,Unknown,19-03-2024,Bob Bobson
hedgehog,Austria,0.7,25,Male,Unknown,47.781764,14.38328,Unknown,19-03-2024,Bob Bobson
hedgehog,Austria,1.1,24,Male,Unknown,47.781883,14.382628,Unknown,19-03-2024,Bob Bobson
hedgehog,Austria,0.4,21,Female,Unknown,47.781093,14.38209,Unknown,19-03-2024,Bob Bobson
hedgehog,Germany,0.8,16,Male,Unknown,52.585958,13.147098,Bob Bobson,19-03-2024,Bob Bobson
hedgehog,Germany,0.5,18,Female,Unknown,52.586199,13.152793,Bob Bobson,19-03-2024,Bob Bobson
hedgehog,Germany,0.5,18,Male,Unknown,52.586589,13.146651,Bob Bobson,19-03-2024,Bob Bobson
hedgehog,Germany,0.4,13,Female,Unknown,52.587327,13.149206,Bob Bobson,19-03-2024,Bob Bobson
hedgehog,Germany,1,21,Male,Unknown,52.585937,13.146151,Bob Bobson,19-03-2024,Bob Bobson
hedgehog,Czech Republic,1,17,Female,Unknown,49.937696,14.182707,Unknown,19-03-2024,John Johnson
lynx,Slovakia,16,65,Male,Unknown,48.405926,18.839219,Unknown,19-03-2024,John Johnson
red squirrel,Slovakia,0.33,18,Unknown,Unknown,48.184757,17.082936,Unknown,19-03-2024,John Johnson
red squirrel,Slovakia,0.323,23,Female,Unknown,48.186767,17.089935,Unknown,19-03-2024,John Johnson
hedgehog,Poland,0.4,16,Female,Unknown,52.214754,21.034364,Unknown,20-03-2024,Anne Anthony
hedgehog,Poland,0.7,26,Male,Unknown,52.215034,21.03303,Unknown,20-03-2024,Anne Anthony
red squirrel,Poland,0.35,19,Female,Unknown,52.241637,21.05154,Unknown,20-03-2024,Anne Anthony
red squirrel,Hungary,0.284,18,Female,Unknown,47.505786,18.943124,Unknown,20-03-2024,Anne Anthony
hedgehog,Czech Republic,0.5,13,Male,Unknown,49.937455,14.180775,Unknown,20-03-2024,John Johnson
lynx,Slovakia,17,80,Female,Unknown,48.407449,18.850762,Unknown,20-03-2024,John Johnson
European bison,Poland,302,150,Female,Unknown,52.820447,23.813259,Unknown,21-03-2024,Anne Anthony
hedgehog,Hungary,1.2,29,Male,Unknown,48.503795,20.555932,Unknown,21-03-2024,Anne Anthony
hedgehog,Poland,1.2,25,Male,Unknown,52.214156,21.0325,Unknown,21-03-2024,Anne Anthony
lynx,Poland,171,75,Male,Unknown,52.831229,23.814123,Unknown,21-03-2024,Anne Anthony
lynx,Poland,18,73,Female,Unknown,52.832726,23.825032,Unknown,21-03-2024,Anne Anthony
red squirrel,Poland,0.33,23,Male,Unknown,50.041479,19.951211,Unknown,21-03-2024,Anne Anthony
red squirrel,Poland,0.35,21,Male,Unknown,50.041154,19.949919,Unknown,21-03-2024,Anne Anthony
red squirrel,Hungary,0.315,19,Male,Unknown,47.506414,18.941655,Unknown,21-03-2024,Anne Anthony
hedgehog,Austria,0.8,24,Male,Unknown,47.781236,14.382219,Unknown,21-03-2024,Bob Bobson
hedgehog,Australia,0.6,14,Female,Unknown,47.781248,14.382649,Unknown,21-03-2024,Bob Bobson
hedgehog,Germany,1.1,21,Male,Unknown,52.585628,13.149093,Bob Bobson,21-03-2024,Bob Bobson
hedgehog,Germany,1.1,22,Female,Unknown,52.58329,13.149155,Bob Bobson,21-03-2024,Bob Bobson
lynx,Austria,20,74,Female,Unknown,47.781106,14.382184,Unknown,21-03-2024,Bob Bobson
red squirrel,Germany,0.323,20,Male,Unknown,52.581896,13.151801,Bob Bobson,21-03-2024,Bob Bobson
red squirrel,Germany,0.276,21,Female,Unknown,52.581885,13.152811,Bob Bobson,21-03-2024,Bob Bobson
red squirrel,Germany,0.339,21,Male,Unknown,52.587248,13.151499,Bob Bobson,21-03-2024,Bob Bobson
red squirrel,Germany,0.34,19,Female,Unknown,52.58237,13.146855,Bob Bobson,21-03-2024,Bob Bobson
European bison,Czech Republic,750,242,Male,Unknown,50.638137,14.838129,Unknown,21-03-2024,John Johnson
European bison,Czech Republic,35,110,Male,Unknown,50.640733,14.84516,Unknown,21-03-2024,John Johnson
European bison,Czech Republic,360,175,Female,Unknown,50.636642,14.847946,Unknown,21-03-2024,John Johnson
hedgehog,Czech Republic,1.1,18,Female,Unknown,49.939474,14.180897,Unknown,21-03-2024,John Johnson
red squirrel,Czech Republic,0.335,20,Male,Unknown,49.938958,14.181258,Unknown,21-03-2024,John Johnson
red squirrel,Slovakia,0.273,23,Male,Unknown,48.185898,17.090683,Unknown,21-03-2024,John Johnson
red squirrel,Slovakia,0.33,19,Male,Unknown,48.186672,17.091508,Unknown,21-03-2024,John Johnson
red squirrel,Slovakia,0.329,19,Female,Unknown,48.18685,17.091228,Unknown,21-03-2024,John Johnson
European bison,Poland,1000,320,Male,Unknown,52.82547,23.81307,Klucha,22-03-2024,Anne Anthony
hedgehog,Hungary,1.1,18,Male,Unknown,48.503062,20.551698,Unknown,22-03-2024,Anne Anthony
red squirrel,Germany,0.306,23,Male,Unknown,52.584352,13.148089,Bob Bobson,22-03-2024,Bob Bobson
red squirrel,Germany,0.334,19,Male,Unknown,52.587863,13.147785,Bob Bobson,22-03-2024,Bob Bobson
red squirrel,Germany,0.334,21,Male,Unknown,52.587734,13.151378,Bob Bobson,22-03-2024,Bob Bobson
red squirrel,Germany,0.329,19,Female,Unknown,52.582754,13.145364,Bob Bobson,22-03-2024,Bob Bobson
red squirrel,Germany,0.317,22,Male,Unknown,52.585517,13.150878,Bob Bobson,22-03-2024,Bob Bobson
red squirrel,Germany,0.267,21,Female,Unknown,52.588834,13.15192,Bob Bobson,22-03-2024,Bob Bobson
European bison,Unknown,603,291,Male,Unknown,50.644813,14.839817,Unknown,22-03-2024,John Johnson
European bison,Unknown,717,305,Male,Unknown,50.635565,14.83932,Unknown,22-03-2024,John Johnson
European bison,Czech Republic,390,145,Female,Unknown,50.639856,14.847626,Unknown,22-03-2024,John Johnson
hedgehog,Czech Republic,0.6,21,Female,Unknown,49.939062,14.17875,Unknown,22-03-2024,John Johnson
hedgehog,Czech Republic,1.1,21,Male,Unknown,49.939165,14.182528,Unknown,22-03-2024,John Johnson
hedgehog,Czech Republic,0.7,18,Female,Unknown,49.937562,14.181101,Unknown,22-03-2024,John Johnson
hedgehog,Czech Republic,1.2,23,Male,Unknown,49.939201,14.178923,Unknown,22-03-2024,John Johnson
lynx,Slovakia,25,96,Female,Unknown,48.410693,18.832845,Unknown,22-03-2024,John Johnson
European bison,Poland,660,246,Female,Unknown,52.824079,23.81279,Unknown,23-03-2024,Anne Anthony
European bison,Poland,619,248,Female,Unknown,52.826081,23.815823,Unknown,23-03-2024,Anne Anthony
hedgehog,Hungary,0.6,19,Female,Unknown,48.503498,20.539662,Unknown,23-03-2024,Anne Anthony
hedgehog,Hungary,0.8,25,Male,Unknown,48.509298,20.551977,Unknown,23-03-2024,Anne Anthony
hedgehog,Hungary,0.4,15,Female,Unknown,48.506206,20.565308,Unknown,23-03-2024,Anne Anthony
hedgehog,Hungary,1.1,22,Male,Unknown,48.50509,20.539448,Unknown,23-03-2024,Anne Anthony
hedgehog,Poland,0.8,20,Female,Unknown,52.215039,21.032591,Unknown,23-03-2024,Anne Anthony
hedgehog,Poland,0.5,19,Female,Unknown,52.215085,21.034198,Unknown,23-03-2024,Anne Anthony
red squirrel,Poland,0.348,20,Female,Unknown,50.04186,19.950192,Unknown,23-03-2024,Anne Anthony
red squirrel,Hungary,0.301,18,Male,Unknown,47.51026,18.947838,Unknown,23-03-2024,Anne Anthony
hedgehog,Czech Republic,0.7,20,Female,Unknown,49.937454,14.182121,Unknown,23-03-2024,John Johnson
hedgehog,Czech Republic,1,21,Female,Unknown,49.937788,14.180368,Unknown,23-03-2024,John Johnson
red squirrel,Poland,0.286,20,Female,Unknown,50.04113,19.949698,Unknown,24-03-2024,Anne Anthony
red squirrel,Poland,0.282,21,Female,Unknown,50.041522,19.950563,Zuzia,24-03-2024,Anne Anthony
hedgehog,Austria,0.8,18,Male,Unknown,47.781882,14.384802,Unknown,24-03-2024,Bob Bobson
hedgehog,Austria,0.6,19,Male,Unknown,47.781019,14.385089,Unknown,24-03-2024,Bob Bobson
hedgehog,Austria,0.5,20,Male,Unknown,47.319782,11.190836,Unknown,24-03-2024,Bob Bobson
hedgehog,Austria,0.6,16,Female,Unknown,47.32002,11.18557,Unknown,24-03-2024,Bob Bobson
hedgehog,Austria,0.6,20,Male,Unknown,47.318793,11.185855,Unknown,24-03-2024,Bob Bobson
hedgehog,Austria,1.1,23,Female,Unknown,47.316963,11.188761,Unknown,24-03-2024,Bob Bobson
hedgehog,Germany,0.8,16,Male,Unknown,52.582072,13.149185,Unknown,24-03-2024,Bob Bobson
hedgehog,Germany,1.2,23,Male,Unknown,52.58572,13.148613,Unknown,24-03-2024,Bob Bobson
hedgehog,Germany,0.7,19,Female,Unknown,52.587827,13.148164,Unknown,24-03-2024,Bob Bobson
hedgehog,Germany,0.9,151,Female,Unknown,52.583004,13.150686,Unknown,24-03-2024,Bob Bobson
hedgehog,Germany,1.2,22,Male,Unknown,52.587058,13.149675,Unknown,24-03-2024,Bob Bobson
hedgehog,Germany,0.7,16,Female,Unknown,52.587539,13.146575,Unknown,24-03-2024,Bob Bobson
hedgehog,Germany,0.6,25,Male,Unknown,52.587183,13.146661,Unknown,24-03-2024,Bob Bobson
hedgehog,Germany,1,24,Male,Unknown,52.586487,13.150015,Unknown,24-03-2024,Bob Bobson
red squirrel,Germany,0.313,23,Female,Unknown,52.588779,13.147948,Unknown,24-03-2024,Bob Bobson
red squirrel,Germany,0.268,21,Male,Unknown,52.587089,13.151807,Unknown,24-03-2024,Bob Bobson
red squirrel,Austria,0.323,21,Male,Unknown,47.781847,14.386835,Unknown,24-03-2024,Bob Bobson
red squirrel,Austria,0.272,20,Female,Unknown,47.781296,14.383799,Unknown,24-03-2024,Bob Bobson
red squirrel,Austria,0.34,20,Male,Unknown,47.781538,14.384561,Unknown,24-03-2024,Bob Bobson
red squirrel,Austria,0.332,18,Female,Unknown,47.781345,14.382936,Unknown,24-03-2024,Bob Bobson
red squirrel,Germany,0.286,19,Female,Unknown,52.582658,13.148057,Unknown,24-03-2024,Bob Bobson
hedgehog,Czech Republic,0.8,18,Male,Unknown,49.938688,14.179603,Unknown,24-03-2024,John Johnson
red squirrel,Czech Republic,0.336,22,Female,Unknown,49.939212,14.180839,Unknown,24-03-2024,John Johnson
red squirrel,Slovakia,0.2,14,Female,Unknown,48.186611,17.090271,Unknown,24-03-2024,John Johnson
hedgehog,Poland,0.9,22,Female,Unknown,52.214494,21.033154,Unknown,25-03-2024,Anne Anthony
hedgehog,Poland,1,21,Male,Unknown,52.214419,21.033441,Unknown,25-03-2024,Anne Anthony
hedgehog,Czech Republic,0.4,12,Female,Unknown,49.937893,14.18083,Unknown,25-03-2024,John Johnson
red squirrel,Czech Republic,0.336,23,Male,Unknown,49.939262,14.179613,Unknown,25-03-2024,John Johnson
red squirrel,Slovakia,0.254,18,Male,Unknown,48.239854,17.086693,Unknown,25-03-2024,John Johnson
red squirrel,Slovakia,0.294,23,Male,Unknown,48.22668,17.081529,Unknown,25-03-2024,John Johnson
red squirrel,Slovakia,0.265,22,Female,Unknown,48.23862,17.074393,Unknown,25-03-2024,John Johnson
European bison,Poland,823,305,Male,Unknown,52.82429,23.813465,Unknown,26-03-2024,Anne Anthony
European bison,Poland,594,243,Male,Unknown,52.825554,23.812594,Unknown,26-03-2024,Anne Anthony
red squirrel,Poland,0.31,24,Male,Unknown,50.041235,19.951284,Unknown,26-03-2024,Anne Anthony
red squirrel,Hungary,0.35,20,Female,Unknown,47.508618,18.944915,Unknown,26-03-2024,Anne Anthony
hedgehog,Czech Republic,0.7,16,Male,Unknown,49.93915,14.179388,Unknown,26-03-2024,John Johnson
hedgehog,Czech Republic,0.6,17,Female,Unknown,49.938346,14.18024,Unknown,26-03-2024,John Johnson
hedgehog,Poland,1.1,20,Female,Unknown,52.214766,21.030532,Unknown,27-03-2024,Anne Anthony
red squirrel,Poland,0.336,19,Male,Unknown,50.041489,19.950768,Lolek,27-03-2024,Anne Anthony
hedgehog,Germany,0.7,23,Female,Unknown,52.587532,13.152361,Unknown,27-03-2024,Bob Bobson
hedgehog,Germany,0.7,17,Male,Unknown,48.161584,11.494938,Unknown,27-03-2024,Bob Bobson
hedgehog,Germany,0.9,18,Female,Unknown,48.160459,11.493142,Unknown,27-03-2024,Bob Bobson
hedgehog,Germany,0.5,20,Male,Unknown,48.160834,11.489874,Unknown,27-03-2024,Bob Bobson
hedgehog,Czech Republic,0.5,16,Male,Unknown,49.938845,14.182246,Unknown,27-03-2024,John Johnson
hedgehog,Czech Republic,0.8,17,Female,Unknown,49.938959,14.180078,Unknown,27-03-2024,John Johnson
red squirrel,Czech Republic,0.277,22,Male,Unknown,49.939097,14.179435,Unknown,27-03-2024,John Johnson
red squirrel,Slovakia,0.321,18,Female,Unknown,48.226708,17.087853,Unknown,27-03-2024,John Johnson
red squirrel,Czech Republic,0.271,19,Female,Unknown,49.938523,14.18244,Unknown,27-03-2024,John Johnson
European bison,Poland,510,222,Female,Unknown,52.807537,23.700909,Unknown,28-03-2024,Anne Anthony
red squirrel,Poland,0.328,23,Female,Unknown,50.041504,19.950218,Unknown,28-03-2024,Anne Anthony
red squirrel,Poland,0.278,23,Female,Unknown,50.041119,19.94973,Unknown,28-03-2024,Anne Anthony
hedgehog,Czech Republic,0.6,18,Female,Unknown,49.937805,14.179716,Unknown,28-03-2024,John Johnson
hedgehog,Czech Republic,0.7,15,Female,Unknown,49.93933,14.177877,Unknown,28-03-2024,John Johnson
red squirrel,Hungary,0.273,23,Female,Unknown,47.507157,18.940379,Unknown,29-03-2024,Anne Anthony
red squirrel,Austria,0.336,20,Female,Unknown,47.780752,14.383452,Bibi,29-03-2024,Bob Bobson
red squirrel,Austria,0.29,19,Male,Unknown,47.781078,14.384559,Unknown,29-03-2024,Bob Bobson
red squirrel,Austria,0.337,22,Male,Unknown,47.781088,14.385534,Unknown,29-03-2024,Bob Bobson
hedgehog,Slovakia,0.7,16,Male,Unknown,48.409138,18.863577,Unknown,29-03-2024,John Johnson
lynx,Slovakia,16,62,Female,Unknown,48.409448,18.845591,Unknown,29-03-2024,John Johnson
red squirrel,Poland,0.289,24,Male,Unknown,50.041382,19.949403,Unknown,30-03-2024,Anne Anthony
hedgehog,Germany,1.1,25,Male,Unknown,48.160773,11.49368,Unknown,30-03-2024,Bob Bobson
hedgehog,Germany,0.6,15,Female,Unknown,48.160813,11.492539,Unknown,30-03-2024,Bob Bobson
hedgehog,Germany,0.5,20,Female,Unknown,48.161605,11.49115,Unknown,30-03-2024,Bob Bobson
hedgehog,Germany,0.7,20,Male,Unknown,48.162593,11.491872,Unknown,30-03-2024,Bob Bobson
hedgehog,Germany,0.6,15,Female,Unknown,48.16142,11.495056,Unknown,30-03-2024,Bob Bobson
hedgehog,Germany,0.5,16,Female,Unknown,48.162549,11.492991,Unknown,30-03-2024,Bob Bobson
hedgehog,Germany,0.9,19,Male,Unknown,48.161646,11.493511,Unknown,30-03-2024,Bob Bobson
lynx,Slovakia,21,85,Male,Unknown,48.405213,18.84085,Unknown,30-03-2024,John Johnson
red squirrel,Czech Republic,0.288,18,Male,Unknown,49.939,14.182239,Unknown,30-03-2024,John Johnson
red squirrel,Slovakia,0.287,21,Male,Unknown,48.224897,17.085979,Unknown,30-03-2024,John Johnson
red squirrel,Slovakia,0.286,18,Male,Unknown,48.228961,17.076478,Unknown,30-03-2024,John Johnson
European bison,Poland,970,307,Male,Unknown,52.805402,23.691244,Unknown,31-03-2024,Anne Anthony
red squirrel,Poland,0.323,20,Female,Unknown,50.041366,19.949444,Unknown,31-03-2024,Anne Anthony
red squirrel,Hungary,0.35,19,Female,Unknown,47.509538,18.945968,Unknown,31-03-2024,Anne Anthony
hedgehog,Slovakia,0.9,19,Female,Unknown,48.407464,18.87406,Unknown,31-03-2024,John Johnson
lynx,Slovakia,20,78,Female,Unknown,48.40979,18.870341,Unknown,31-03-2024,John Johnson
European bison,Poland,459,212,Female,Unknown,52.807403,23.683044,Unknown,01-04-2024,Anne Anthony
European bison,Poland,705,280,Female,Unknown,52.803733,23.686928,Unknown,01-04-2024,Anne Anthony
red squirrel,Poland,0.323,19,Female,Unknown,50.041804,19.951361,Unknown,01-04-2024,Anne Anthony
red squirrel,Hungary,0.337,18,Female,Unknown,47.511558,18.942454,Unknown,01-04-2024,Anne Anthony
hedgehog,Slovakia,1.1,22,Male,Unknown,48.409754,18.870477,Unknown,01-04-2024,John Johnson
lynx,Czech Republic,26,81,Female,Unknown,50.884012,14.370554,Unknown,01-04-2024,John Johnson
red squirrel,Czech Republic,0.283,22,Female,Unknown,49.939191,14.180256,Unknown,01-04-2024,John Johnson
red squirrel,Slovakia,0.26,22,Female,Unknown,48.23123,17.090253,Unknown,01-04-2024,John Johnson
hedgehog,Hungary,0.6,20,Female,Unknown,48.504425,20.548744,Unknown,02-04-2024,Anne Anthony
lynx,Poland,22,101,Male,Unknown,52.824599,23.816842,Unknown,02-04-2024,Anne Anthony
red squirrel,Poland,0.294,19,Male,Unknown,50.041131,19.949543,Unknown,02-04-2024,Anne Anthony
red squirrel,Poland,0.35,21,Male,Unknown,50.041552,19.949984,Unknown,02-04-2024,Anne Anthony
red squirrel,Poland,0.312,23,Female,Unknown,50.041945,19.94932,Lola,02-04-2024,Anne Anthony
red squirrel,Poland,0.29,24,Male,Unknown,50.041925,19.950894,Unknown,02-04-2024,Anne Anthony
red squirrel,Hungary,0.258,21,Female,Unknown,47.511582,18.942341,Unknown,02-04-2024,Anne Anthony
hedgehog,Austria,0.8,15,Female,Unknown,47.319091,11.188058,Unknown,02-04-2024,Bob Bobson
hedgehog,Germany,0.8,18,Male,Unknown,48.161892,11.493888,Unknown,02-04-2024,Bob Bobson
hedgehog,Germany,0.6,15,Female,Unknown,48.161218,11.494677,Unknown,02-04-2024,Bob Bobson
hedgehog,Germany,0.8,23,Male,Unknown,48.161452,11.495239,Unknown,02-04-2024,Bob Bobson
hedgehog,Germany,0.6,16,Female,Unknown,48.160915,11.489927,Unknown,02-04-2024,Bob Bobson
hedgehog,Germany,0.7,19,Male,Unknown,48.162169,11.495473,Unknown,02-04-2024,Bob Bobson
hedgehog,Germany,1,25,Female,Unknown,49.54629,11.085729,Unknown,02-04-2024,Bob Bobson
hedgehog,Germany,1.1,23,Male,Unknown,49.559558,11.08115,Unknown,02-04-2024,Bob Bobson
red squirrel,Austria,0.273,19,Female,Unknown,47.781613,14.385153,Unknown,02-04-2024,Bob Bobson
red squirrel,Austria,0.33,18,Female,Unknown,47.781637,14.385383,Unknown,02-04-2024,Bob Bobson
red squirrel,Austria,0.262,18,Female,Unknown,47.781838,14.382938,Unknown,02-04-2024,Bob Bobson
red squirrel,Austria,0.31,19,Female,Unknown,47.780925,14.383695,Unknown,02-04-2024,Bob Bobson
red squirrel,Austria,0.334,21,Female,Unknown,47.781449,14.383421,Unknown,02-04-2024,Bob Bobson
red squirrel,Austria,0.27,20,Female,Unknown,47.7818,14.383699,Unknown,02-04-2024,Bob Bobson
red squirrel,Austria,0.277,18,Male,Unknown,47.781073,14.383506,Unknown,02-04-2024,Bob Bobson
red squirrel,Germany,0.258,19,Male,Unknown,48.162251,11.494811,Unknown,02-04-2024,Bob Bobson
red squirrel,Germany,0.256,16,Female,Unknown,48.160432,11.494472,Unknown,02-04-2024,Bob Bobson
red squirrel,Germany,0.317,21,Female,Unknown,48.162563,11.495277,Unknown,02-04-2024,Bob Bobson
red squirrel,Germany,0.266,18,Female,Unknown,48.161906,11.490434,Unknown,02-04-2024,Bob Bobson
red squirrel,Germany,0.283,21,Male,Unknown,49.562324,11.092212,Unknown,02-04-2024,Bob Bobson
red squirrel,Germany,0.305,18,Female,Unknown,49.561973,11.086554,Unknown,02-04-2024,Bob Bobson
red squirrel,Austria,0.282,18,Male,Unknown,47.781755,14.385083,Unknown,02-04-2024,Bob Bobson
red squirrel,Germany,0.318,18,Male,Unknown,49.557527,11.089447,Unknown,02-04-2024,Bob Bobson
lynx,Slovakia,27,94,Female,Unknown,48.411163,18.864362,Unknown,02-04-2024,John Johnson
red squirrel,Slovakia,0.339,20,Male,Unknown,48.410771,18.865888,Unknown,02-04-2024,John Johnson
red squirrel,Slovakia,0.302,19,Male,Unknown,48.410201,18.862513,Unknown,02-04-2024,John Johnson
red squirrel,Slovakia,0.276,19,Male,Unknown,48.408111,18.865646,Unknown,02-04-2024,John Johnson
red squirrel,Slovakia,0.252,19,Female,Unknown,48.410932,18.861704,Unknown,02-04-2024,John Johnson
red squirrel,Slovakia,0.293,19,Male,Unknown,48.227614,17.072903,Unknown,02-04-2024,John Johnson
red squirrel,Hungary,0.286,18,Male,Unknown,47.50826,18.948349,Unknown,03-04-2024,Anne Anthony
hedgehog,Germany,1.2,22,Male,Unknown,49.551211,11.077661,Unknown,03-04-2024,Bob Bobson
hedgehog,Germany,0.9,23,Female,Unknown,49.562583,11.082312,Unknown,03-04-2024,Bob Bobson
hedgehog,Germany,0.7,23,Female,Unknown,49.547597,11.079679,Unknown,03-04-2024,Bob Bobson
Unknown,Unknown,0.35,21,Unknown,Unknown,49.0576785,18.849445,Unknown,03-04-2024,James Johnson
hedgehog,Slovakia,1.2,26,Male,Unknown,48.40912,18.869274,Unknown,03-04-2024,John Johnson
red squirrel,Czech Republic,0.258,21,Female,Unknown,49.938787,14.178284,Unknown,03-04-2024,John Johnson
European bison,Poland,1000,295,Male,Unknown,52.809543,23.708564,Unknown,04-04-2024,Anne Anthony
hedgehog,Hungary,0.7,23,Female,Unknown,47.508516,18.949429,Unknown,04-04-2024,Anne Anthony
hedgehog,Hungary,1.2,24,Male,Unknown,47.508941,18.948915,Unknown,04-04-2024,Anne Anthony
red squirrel,Poland,0.337,22,Female,Unknown,50.041819,19.951542,Unknown,04-04-2024,Anne Anthony
red squirrel,Poland,0.272,23,Female,Unknown,50.0418,19.950244,Unknown,04-04-2024,Anne Anthony
red squirrel,Hungary,0.262,22,Male,Unknown,47.508905,18.94657,Unknown,04-04-2024,Anne Anthony
European bison,Poland,557,255,Female,Unknown,52.811204,23.697814,Unknown,05-04-2024,Anne Anthony
hedgehog,Hungary,0.8,17,Female,Unknown,47.507073,18.947873,Unknown,05-04-2024,Anne Anthony
hedgehog,Austria,0.9,22,Female,Unknown,47.31758,11.187606,Unknown,05-04-2024,Bob Bobson
hedgehog,Austria,0.8,16,Male,Unknown,47.31947,11.18573,Unknown,05-04-2024,Bob Bobson
hedgehog,Austria,0.7,18,Male,Unknown,47.319812,11.18479,Unknown,05-04-2024,Bob Bobson
hedgehog,Austria,0.8,20,Female,Unknown,47.316383,11.188381,Unknown,05-04-2024,Bob Bobson
red squirrel,Austria,0.299,20,Female,Unknown,47.781131,14.382207,Unknown,05-04-2024,Bob Bobson
red squirrel,Australia,0.266,20,Female,Unknown,47.781632,14.382365,Unknown,05-04-2024,Bob Bobson
red squirrel,Austria,0.308,18,Male,Unknown,47.780904,14.385669,Unknown,05-04-2024,Bob Bobson
red squirrel,Austria,0.264,22,Male,Unknown,47.781089,14.385211,Unknown,05-04-2024,Bob Bobson
red squirrel,Austria,0.322,20,Male,Unknown,47.781333,14.382547,Unknown,05-04-2024,Bob Bobson
red squirrel,Austria,0.332,18,Female,Unknown,47.780927,14.382188,Unknown,05-04-2024,Bob Bobson
red squirrel,Austria,0.253,21,Male,Unknown,47.856032,15.076768,Unknown,05-04-2024,Bob Bobson
red squirrel,Germany,0.317,20,Female,Unknown,49.545913,11.081051,Unknown,05-04-2024,Bob Bobson
red squirrel,Germany,0.327,20,Male,Unknown,49.550428,11.077659,Unknown,05-04-2024,Bob Bobson
red squirrel,Germany,0.255,19,Female,Unknown,49.558869,11.076638,Unknown,05-04-2024,Bob Bobson
hedgehog,Slovakia,0.8,21,Female,Unknown,48.412408,18.869074,Unknown,05-04-2024,John Johnson
lynx,Czech Republic,15,70,Male,Unknown,50.883894,14.372364,Unknown,05-04-2024,John Johnson
red squirrel,Slovakia,0.3,19,Female,Unknown,48.229837,17.089218,Unknown,05-04-2024,John Johnson
European bison,Poland,589,279,Female,Unknown,52.808704,23.705504,Unknown,06-04-2024,Anne Anthony
hedgehog,Hungary,0.7,16,Female,Unknown,47.510231,18.940042,Unknown,06-04-2024,Anne Anthony
hedgehog,Hungary,0.8,14,Female,Unknown,47.509073,18.946838,Unknown,06-04-2024,Anne Anthony
red squirrel,Poland,0.348,23,Male,Unknown,50.041252,19.950033,Unknown,06-04-2024,Anne Anthony
red squirrel,Austria,0.294,22,Male,Unknown,47.855007,15.076539,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.299,19,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.314,19,Female,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.297,20,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.298,21,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.301,19,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.267,20,Female,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.315,21,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.3,21,Female,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
